i0	i1	t0	t1	green	orange	blue	barcode	sample	barcode_id	sample_id	drug1	drug2	drugs	runs	discard
15616.0	15833.0	3277.259	3277.926	0.005493	0.043031	0.003967	False	True	0	1	12:Void	13:Nutlin	12:Void_13:Nutlin	0	False
16142.0	16375.0	3278.925	3279.592	0.006104	0.043031	0.004273	False	True	0	1	12:Void	13:Nutlin	12:Void_13:Nutlin	0	False
16566.0	16770.0	3280.259	3280.925	0.006104	0.042116	0.004273	False	True	0	1	12:Void	13:Nutlin	12:Void_13:Nutlin	0	False
17073.0	17326.0	3281.925	3282.925	0.005493	0.043336	0.003967	False	True	0	1	12:Void	13:Nutlin	12:Void_13:Nutlin	0	False
17595.0	17812.0	3283.592	3284.591	0.005493	0.042726	0.005188	False	True	0	1	12:Void	13:Nutlin	12:Void_13:Nutlin	0	True
17949.0	18167.0	3284.925	3285.591	0.003662	0.003967	0.0930815	True	False	2	0	NA	NA	NA	0	False
20374.0	20913.0	3292.925	3294.924	0.006714	0.000305	0.253609	True	False	2	0	NA	NA	NA	0	False
20914.0	20919.0	3294.924	3294.924	0.001221	0.0	0.022279	True	False	2	0	NA	NA	NA	0	False
21300.0	21596.0	3296.258	3296.924	0.010681	0.051576	0.054018	True	False	2	0	NA	NA	NA	0	False
21984.0	22219.0	3298.257	3299.257	0.00824	0.070193	0.00824	False	True	0	2	12:Void	14:Cyt-387	12:Void_14:Cyt-387	0	True
22590.0	22766.0	3300.257	3300.924	0.010681	0.068667	0.006714	False	True	0	2	12:Void	14:Cyt-387	12:Void_14:Cyt-387	0	True
23101.0	23384.0	3302.256	3302.923	0.009461	0.08301	0.005188	False	True	0	2	12:Void	14:Cyt-387	12:Void_14:Cyt-387	0	False
23707.0	23852.0	3304.257	3304.595	0.012513	0.080264	0.003967	False	True	0	2	12:Void	14:Cyt-387	12:Void_14:Cyt-387	0	False
24244.0	24468.0	3305.936	3306.59	0.014039	0.087283	0.003967	False	True	0	2	12:Void	14:Cyt-387	12:Void_14:Cyt-387	0	False
24929.0	25178.0	3308.256	3308.923	0.010681	0.086062	0.003967	False	True	0	2	12:Void	14:Cyt-387	12:Void_14:Cyt-387	0	True
25647.0	25846.0	3310.59	3311.256	0.003662	0.018006	0.076907	True	False	3	0	NA	NA	NA	0	False
25999.0	26296.0	3311.589	3312.589	0.005493	0.003357	0.182196	True	False	3	0	NA	NA	NA	0	False
26297.0	26302.0	3312.589	3312.923	0.001221	0.0	0.021973	True	False	3	0	NA	NA	NA	0	False
26559.0	26898.0	3313.589	3314.589	0.006104	0.004578	0.234993	True	False	3	0	NA	NA	NA	0	False
27145.0	27421.0	3315.589	3316.589	0.006104	0.050356	0.048524	False	True	0	3	13:Nutlin	14:Cyt-387	13:Nutlin_14:Cyt-387	0	True
27736.0	27998.0	3317.589	3318.256	0.008545	0.0611895	0.005799	False	True	0	3	13:Nutlin	14:Cyt-387	13:Nutlin_14:Cyt-387	0	True
28389.0	28640.0	3319.588	3320.588	0.007324	0.060732	0.012513	False	True	0	3	13:Nutlin	14:Cyt-387	13:Nutlin_14:Cyt-387	0	False
28824.0	28942.0	3321.255	3321.588	0.005799	0.0466935	0.007019	False	True	0	3	13:Nutlin	14:Cyt-387	13:Nutlin_14:Cyt-387	0	False
29368.0	29590.0	3322.923	3323.589	0.007935	0.063478	0.0044255	False	True	0	3	13:Nutlin	14:Cyt-387	13:Nutlin_14:Cyt-387	0	False
29921.0	30154.0	3324.922	3325.589	0.006714	0.063478	0.004273	False	True	0	3	13:Nutlin	14:Cyt-387	13:Nutlin_14:Cyt-387	0	False
30562.0	30834.0	3326.922	3327.922	0.014039	0.06653	0.003967	False	True	0	3	13:Nutlin	14:Cyt-387	13:Nutlin_14:Cyt-387	0	False
31147.0	31341.0	3328.922	3329.588	0.010376	0.068972	0.0038145	False	True	0	3	13:Nutlin	14:Cyt-387	13:Nutlin_14:Cyt-387	0	False
31784.0	32037.0	3330.921	3331.922	0.006409	0.059816	0.010681	False	True	0	3	13:Nutlin	14:Cyt-387	13:Nutlin_14:Cyt-387	0	True
33312.0	33635.0	3336.254	3337.254	0.004273	0.00824	0.118717	True	False	4	0	NA	NA	NA	0	False
33885.0	34115.0	3337.921	3338.921	0.004273	0.001831	0.1236	True	False	4	0	NA	NA	NA	0	False
38216.0	38583.0	3352.586	3353.586	0.005188	0.002136	0.169988	True	False	4	0	NA	NA	NA	0	False
38850.0	39044.0	3354.586	3355.253	0.004273	0.0178535	0.1348915	True	False	4	0	NA	NA	NA	0	False
39702.0	39934.0	3357.587	3358.253	0.005493	0.065004	0.097354	True	False	4	0	NA	NA	NA	0	False
40422.0	40528.0	3359.919	3360.252	0.0053405	0.119938	0.012818	False	True	0	4	12:Void	15:IKK16	12:Void_15:IKK16	0	True
41219.0	41358.0	3362.585	3362.922	0.007019	0.113224	0.018921	False	True	0	4	12:Void	15:IKK16	12:Void_15:IKK16	0	True
42169.0	42270.0	3365.585	3365.918	0.006409	0.093387	0.027772	False	True	0	4	12:Void	15:IKK16	12:Void_15:IKK16	0	True
42490.0	42748.0	3366.585	3367.585	0.005799	0.064394	0.068056	True	False	5	0	NA	NA	NA	0	False
43026.0	43254.0	3368.588	3369.252	0.004883	0.010071	0.1551865	True	False	5	0	NA	NA	NA	0	False
45015.0	45362.0	3375.252	3376.251	0.004883	0.004273	0.152898	True	False	5	0	NA	NA	NA	0	False
45661.0	45948.0	3377.251	3378.251	0.004883	0.000305	0.184332	True	False	5	0	NA	NA	NA	0	False
46295.0	46589.0	3379.251	3380.251	0.005799	0.039064	0.107883	True	False	5	0	NA	NA	NA	0	False
46644.0	46856.0	3380.584	3381.251	0.005493	0.050356	0.059206	True	False	5	0	NA	NA	NA	0	False
47076.0	47292.0	3381.917	3382.593	0.00763	0.060732	0.015564	False	True	0	5	13:Nutlin	15:IKK16	13:Nutlin_15:IKK16	0	True
47553.0	47774.0	3383.584	3384.25	0.007935	0.063173	0.007324	False	True	0	5	13:Nutlin	15:IKK16	13:Nutlin_15:IKK16	0	True
48020.0	48228.0	3385.25	3385.917	0.007935	0.065004	0.0047305	False	True	0	5	13:Nutlin	15:IKK16	13:Nutlin_15:IKK16	0	False
48484.0	48712.0	3386.583	3387.584	0.006714	0.062868	0.010681	False	True	0	5	13:Nutlin	15:IKK16	13:Nutlin_15:IKK16	0	False
49039.0	49351.0	3388.587	3389.583	0.00885	0.064394	0.004883	False	True	0	5	13:Nutlin	15:IKK16	13:Nutlin_15:IKK16	0	False
49652.0	49883.0	3390.583	3391.25	0.007935	0.068056	0.003967	False	True	0	5	13:Nutlin	15:IKK16	13:Nutlin_15:IKK16	0	False
50205.0	50451.0	3392.584	3393.25	0.00763	0.067141	0.003967	False	True	0	5	13:Nutlin	15:IKK16	13:Nutlin_15:IKK16	0	False
50735.0	50948.0	3394.25	3394.917	0.007935	0.064089	0.003967	False	True	0	5	13:Nutlin	15:IKK16	13:Nutlin_15:IKK16	0	False
51256.0	51462.0	3395.917	3396.583	0.008545	0.063784	0.004273	False	True	0	5	13:Nutlin	15:IKK16	13:Nutlin_15:IKK16	0	True
51711.0	51934.0	3397.584	3398.25	0.004273	0.019227	0.09064	True	False	6	0	NA	NA	NA	0	False
52298.0	52634.0	3399.25	3400.583	0.004883	0.004273	0.159307	True	False	6	0	NA	NA	NA	0	False
52807.0	53220.0	3401.249	3402.583	0.006714	0.000916	0.24781	True	False	6	0	NA	NA	NA	0	False
55264.0	55273.0	3409.249	3409.249	0.001221	0.012207	0.021973	True	False	6	0	NA	NA	NA	0	False
55274.0	55681.0	3409.249	3410.585	0.005188	0.051881	0.096438	True	False	6	0	NA	NA	NA	0	False
56340.0	56697.0	3412.915	3413.924	0.005799	0.079043	0.018006	False	True	0	6	14:Cyt-387	15:IKK16	14:Cyt-387_15:IKK16	0	True
57061.0	57219.0	3415.248	3415.915	0.005188	0.083621	0.00763	False	True	0	6	14:Cyt-387	15:IKK16	14:Cyt-387_15:IKK16	0	True
57787.0	58081.0	3417.581	3418.581	0.006104	0.0886565	0.004883	False	True	0	6	14:Cyt-387	15:IKK16	14:Cyt-387_15:IKK16	0	False
58564.0	58732.0	3420.247	3420.914	0.006409	0.087893	0.004578	False	True	0	6	14:Cyt-387	15:IKK16	14:Cyt-387_15:IKK16	0	False
58919.0	59066.0	3421.581	3421.914	0.005493	0.086367	0.004883	False	True	0	6	14:Cyt-387	15:IKK16	14:Cyt-387_15:IKK16	0	True
59362.0	59564.0	3422.914	3423.58	0.004273	0.01587	0.104068	True	False	7	0	NA	NA	NA	0	False
59997.0	60398.0	3424.914	3426.247	0.005799	0.003052	0.201422	True	False	7	0	NA	NA	NA	0	False
72010.0	72412.0	3465.245	3466.578	0.005799	0.000305	0.2212595	True	False	7	0	NA	NA	NA	0	False
72413.0	72418.0	3466.578	3466.578	0.000916	0.0	0.021668	True	False	7	0	NA	NA	NA	0	False
72759.0	73011.0	3467.578	3468.577	0.005188	0.056154	0.073855	True	False	7	0	NA	NA	NA	0	False
73294.0	73504.0	3469.244	3470.244	0.0050355	0.070803	0.029298	False	True	0	7	12:Void	16:MK-2206	12:Void_16:MK-2206	0	True
73852.0	74220.0	3471.244	3472.577	0.005799	0.08301	0.011902	False	True	0	7	12:Void	16:MK-2206	12:Void_16:MK-2206	0	True
74657.0	74957.0	3473.911	3474.91	0.006409	0.084841	0.005799	False	True	0	7	12:Void	16:MK-2206	12:Void_16:MK-2206	0	False
75342.0	75537.0	3476.243	3476.909	0.006409	0.079653	0.004578	False	True	0	7	12:Void	16:MK-2206	12:Void_16:MK-2206	0	False
75911.0	76093.0	3478.243	3478.576	0.00763	0.087283	0.004578	False	True	0	7	12:Void	16:MK-2206	12:Void_16:MK-2206	0	False
76410.0	76562.0	3479.91	3480.252	0.007019	0.086062	0.004273	False	True	0	7	12:Void	16:MK-2206	12:Void_16:MK-2206	0	False
76876.0	77015.0	3481.244	3481.91	0.007019	0.082705	0.004883	False	True	0	7	12:Void	16:MK-2206	12:Void_16:MK-2206	0	True
77355.0	77670.0	3482.91	3483.91	0.004883	0.01648	0.12421	True	False	8	0	NA	NA	NA	0	False
78219.0	78549.0	3485.91	3486.909	0.005799	0.003662	0.1783805	True	False	8	0	NA	NA	NA	0	False
78607.0	78935.0	3487.242	3488.244	0.005799	0.000305	0.196234	True	False	8	0	NA	NA	NA	0	False
78938.0	78943.0	3488.244	3488.244	0.001221	0.0	0.021363	True	False	8	0	NA	NA	NA	0	False
79188.0	79567.0	3488.909	3490.243	0.006409	0.000305	0.255135	True	False	8	0	NA	NA	NA	0	False
79763.0	80136.0	3490.909	3492.242	0.00885	0.061953	0.018311	False	True	0	8	13:Nutlin	16:MK-2206	13:Nutlin_16:MK-2206	0	True
80485.0	80718.0	3493.243	3494.243	0.007019	0.059511	0.00885	False	True	0	8	13:Nutlin	16:MK-2206	13:Nutlin_16:MK-2206	0	True
80999.0	81278.0	3494.909	3495.908	0.007019	0.059206	0.006714	False	True	0	8	13:Nutlin	16:MK-2206	13:Nutlin_16:MK-2206	0	False
81635.0	82091.0	3497.242	3498.575	0.00824	0.061342	0.007019	False	True	0	8	13:Nutlin	16:MK-2206	13:Nutlin_16:MK-2206	0	False
82615.0	83030.0	3500.575	3501.909	0.007019	0.057985	0.00763	False	True	0	8	13:Nutlin	16:MK-2206	13:Nutlin_16:MK-2206	0	False
83362.0	83673.0	3502.909	3503.912	0.00763	0.059511	0.00763	False	True	0	8	13:Nutlin	16:MK-2206	13:Nutlin_16:MK-2206	0	False
83867.0	84105.0	3504.575	3505.575	0.008545	0.061037	0.00763	False	True	0	8	13:Nutlin	16:MK-2206	13:Nutlin_16:MK-2206	0	False
84348.0	84598.0	3506.241	3506.908	0.007324	0.058596	0.0077824999999999995	False	True	0	8	13:Nutlin	16:MK-2206	13:Nutlin_16:MK-2206	0	False
84849.0	85081.0	3507.908	3508.574	0.00763	0.060121	0.00763	False	True	0	8	13:Nutlin	16:MK-2206	13:Nutlin_16:MK-2206	0	True
85475.0	85733.0	3509.915	3510.907	0.004273	0.015564	0.104831	True	False	9	0	NA	NA	NA	0	False
91080.0	91370.0	3528.572	3529.572	0.003967	0.006409	0.11536	True	False	9	0	NA	NA	NA	0	False
91519.0	91808.0	3530.239	3531.239	0.005188	0.004883	0.150151	True	False	9	0	NA	NA	NA	0	False
92213.0	92655.0	3532.573	3533.906	0.006714	0.000305	0.251015	True	False	9	0	NA	NA	NA	0	False
93024.0	93262.0	3535.239	3535.906	0.004883	0.05829	0.085757	True	False	9	0	NA	NA	NA	0	False
93855.0	94114.0	3537.905	3538.905	0.005493	0.089419	0.021668	False	True	0	9	14:Cyt-387	16:MK-2206	14:Cyt-387_16:MK-2206	0	True
94651.0	94877.0	3540.572	3541.238	0.007019	0.100711	0.013733	False	True	0	9	14:Cyt-387	16:MK-2206	14:Cyt-387_16:MK-2206	0	True
95310.0	95466.0	3542.905	3543.238	0.00824	0.093692	0.012207	False	True	0	9	14:Cyt-387	16:MK-2206	14:Cyt-387_16:MK-2206	0	False
95889.0	96100.0	3544.571	3545.238	0.007324	0.09827	0.013123	False	True	0	9	14:Cyt-387	16:MK-2206	14:Cyt-387_16:MK-2206	0	False
96514.0	96685.0	3546.904	3547.237	0.007324	0.092166	0.011902	False	True	0	9	14:Cyt-387	16:MK-2206	14:Cyt-387_16:MK-2206	0	False
97055.0	97284.0	3548.571	3549.238	0.005188	0.076907	0.020447	False	True	0	9	14:Cyt-387	16:MK-2206	14:Cyt-387_16:MK-2206	0	True
98225.0	98579.0	3552.572	3553.572	0.004883	0.007324	0.153813	True	False	10	0	NA	NA	NA	0	False
101511.0	101811.0	3563.571	3564.57	0.004273	0.005493	0.1185645	True	False	10	0	NA	NA	NA	0	False
102368.0	102743.0	3566.236	3567.578	0.005493	0.004273	0.168157	True	False	10	0	NA	NA	NA	0	False
102744.0	102750.0	3567.578	3567.578	0.001221	0.000305	0.021058	True	False	10	0	NA	NA	NA	0	False
106795.0	107180.0	3580.902	3582.234	0.005188	0.00061	0.195624	True	False	10	0	NA	NA	NA	0	False
107397.0	107644.0	3582.901	3583.901	0.005493	0.069582	0.075076	True	False	10	0	NA	NA	NA	0	False
108393.0	108685.0	3586.235	3587.235	0.009461	0.09003	0.014344	False	True	0	10	11:Void	12:Void	11:Void_12:Void	0	True
109073.0	109258.0	3588.568	3589.235	0.007019	0.089724	0.013733	False	True	0	10	11:Void	12:Void	11:Void_12:Void	0	True
109605.0	109812.0	3590.568	3591.235	0.00824	0.094302	0.013428	False	True	0	10	11:Void	12:Void	11:Void_12:Void	0	False
110249.0	110396.0	3592.568	3592.902	0.007019	0.094302	0.011902	False	True	0	10	11:Void	12:Void	11:Void_12:Void	0	False
110622.0	110795.0	3593.901	3594.234	0.007324	0.099796	0.011597	False	True	0	10	11:Void	12:Void	11:Void_12:Void	0	False
111334.0	111555.0	3596.235	3596.901	0.007935	0.097964	0.011902	False	True	0	10	11:Void	12:Void	11:Void_12:Void	0	True
111811.0	112012.0	3597.9	3598.567	0.004578	0.046999	0.053102	True	False	11	0	NA	NA	NA	0	False
112257.0	112646.0	3599.233	3600.567	0.006714	0.00763	0.25544	True	False	11	0	NA	NA	NA	0	False
112910.0	113120.0	3601.568	3602.234	0.005493	0.043947	0.045167	True	False	11	0	NA	NA	NA	0	False
113434.0	113959.0	3603.234	3604.901	0.006409	0.055849	0.015259	False	True	0	11	15:IKK16	16:MK-2206	15:IKK16_16:MK-2206	0	True
114258.0	114534.0	3605.9	3606.901	0.005799	0.054933	0.007935	False	True	0	11	15:IKK16	16:MK-2206	15:IKK16_16:MK-2206	0	True
114768.0	115060.0	3607.567	3608.567	0.006714	0.054628	0.005188	False	True	0	11	15:IKK16	16:MK-2206	15:IKK16_16:MK-2206	0	False
115322.0	115784.0	3609.567	3610.9	0.00763	0.056154	0.003967	False	True	0	11	15:IKK16	16:MK-2206	15:IKK16_16:MK-2206	0	False
116223.0	116535.0	3612.566	3613.566	0.007019	0.055239	0.003967	False	True	0	11	15:IKK16	16:MK-2206	15:IKK16_16:MK-2206	0	False
116825.0	117126.0	3614.566	3615.566	0.005799	0.055239	0.004273	False	True	0	11	15:IKK16	16:MK-2206	15:IKK16_16:MK-2206	0	False
117351.0	117577.0	3616.232	3616.899	0.00824	0.051881	0.004273	False	True	0	11	15:IKK16	16:MK-2206	15:IKK16_16:MK-2206	0	True
117879.0	118128.0	3617.899	3618.9	0.004273	0.016175	0.087283	True	False	12	0	NA	NA	NA	0	False
121849.0	122185.0	3631.231	3632.231	0.004883	0.0028995	0.1631215	True	False	12	0	NA	NA	NA	0	False
122556.0	122964.0	3633.564	3634.898	0.006714	0.05707	0.044862	False	True	0	12	12:Void	17:IL-6	12:Void_17:IL-6	0	True
123329.0	123858.0	3636.23	3637.898	0.007935	0.060121	0.01648	False	True	0	12	12:Void	17:IL-6	12:Void_17:IL-6	0	True
124236.0	124523.0	3639.231	3640.231	0.00763	0.061037	0.011292	False	True	0	12	12:Void	17:IL-6	12:Void_17:IL-6	0	False
124820.0	125053.0	3641.231	3641.897	0.010071	0.062563	0.009766	False	True	0	12	12:Void	17:IL-6	12:Void_17:IL-6	0	False
125438.0	125959.0	3643.231	3644.898	0.009156	0.060427	0.010987	False	True	0	12	12:Void	17:IL-6	12:Void_17:IL-6	0	False
126288.0	126508.0	3645.897	3646.898	0.009461	0.05829	0.010071	False	True	0	12	12:Void	17:IL-6	12:Void_17:IL-6	0	False
126844.0	127317.0	3647.897	3649.563	0.010071	0.061647	0.010681	False	True	0	12	12:Void	17:IL-6	12:Void_17:IL-6	0	False
127593.0	127863.0	3650.23	3651.23	0.00824	0.059206	0.009461	False	True	0	12	12:Void	17:IL-6	12:Void_17:IL-6	0	True
128305.0	128565.0	3652.896	3653.562	0.004578	0.00885	0.1264995	True	False	13	0	NA	NA	NA	0	False
128568.0	128573.0	3653.562	3653.562	0.002136	0.000305	0.020753	True	False	13	0	NA	NA	NA	0	False
128621.0	128839.0	3653.897	3654.564	0.004273	0.005188	0.106815	True	False	13	0	NA	NA	NA	0	False
129198.0	129608.0	3655.563	3657.23	0.005799	0.01648	0.189825	True	False	13	0	NA	NA	NA	0	False
129877.0	130140.0	3657.896	3658.896	0.005493	0.056764	0.026551	False	True	0	13	13:Nutlin	17:IL-6	13:Nutlin_17:IL-6	0	True
130497.0	130733.0	3659.896	3660.896	0.00763	0.058596	0.00824	False	True	0	13	13:Nutlin	17:IL-6	13:Nutlin_17:IL-6	0	True
131019.0	131391.0	3661.896	3662.896	0.006409	0.061037	0.00824	False	True	0	13	13:Nutlin	17:IL-6	13:Nutlin_17:IL-6	0	False
131760.0	132341.0	3664.229	3666.229	0.007324	0.058596	0.011292	False	True	0	13	13:Nutlin	17:IL-6	13:Nutlin_17:IL-6	0	False
132697.0	132922.0	3667.229	3668.228	0.007019	0.05707	0.007019	False	True	0	13	13:Nutlin	17:IL-6	13:Nutlin_17:IL-6	0	False
133143.0	133376.0	3668.895	3669.562	0.007935	0.056764	0.004883	False	True	0	13	13:Nutlin	17:IL-6	13:Nutlin_17:IL-6	0	False
133546.0	133800.0	3670.228	3670.895	0.00763	0.059206	0.004883	False	True	0	13	13:Nutlin	17:IL-6	13:Nutlin_17:IL-6	0	False
134062.0	134345.0	3671.896	3672.896	0.007019	0.05768	0.004883	False	True	0	13	13:Nutlin	17:IL-6	13:Nutlin_17:IL-6	0	False
134684.0	135010.0	3673.895	3675.228	0.0077824999999999995	0.056459	0.004578	False	True	0	13	13:Nutlin	17:IL-6	13:Nutlin_17:IL-6	0	True
137470.0	137776.0	3683.231	3684.227	0.003967	0.0181585	0.07416	True	False	14	0	NA	NA	NA	0	False
138161.0	138435.0	3685.561	3686.56	0.003967	0.001221	0.1178015	True	False	14	0	NA	NA	NA	0	False
145320.0	145672.0	3709.559	3710.559	0.004578	0.001221	0.16556300000000002	True	False	14	0	NA	NA	NA	0	False
146022.0	146258.0	3711.892	3712.559	0.004578	0.069582	0.067446	False	True	0	14	14:Cyt-387	17:IL-6	14:Cyt-387_17:IL-6	0	True
146865.0	147088.0	3714.558	3715.225	0.005493	0.086062	0.011292	False	True	0	14	14:Cyt-387	17:IL-6	14:Cyt-387_17:IL-6	0	True
147607.0	147835.0	3717.225	3717.891	0.005493	0.088198	0.005188	False	True	0	14	14:Cyt-387	17:IL-6	14:Cyt-387_17:IL-6	0	False
148260.0	148478.0	3719.225	3719.891	0.006409	0.089114	0.00763	False	True	0	14	14:Cyt-387	17:IL-6	14:Cyt-387_17:IL-6	0	False
148850.0	149095.0	3721.224	3721.891	0.006104	0.092166	0.004883	False	True	0	14	14:Cyt-387	17:IL-6	14:Cyt-387_17:IL-6	0	False
149725.0	149986.0	3724.225	3724.891	0.006409	0.09125	0.004578	False	True	0	14	14:Cyt-387	17:IL-6	14:Cyt-387_17:IL-6	0	True
150375.0	150675.0	3726.225	3727.225	0.0047305	0.037538	0.0901825	True	False	15	0	NA	NA	NA	0	False
151037.0	151351.0	3728.558	3729.557	0.005493	0.010071	0.153813	True	False	15	0	NA	NA	NA	0	False
151904.0	152404.0	3731.557	3733.224	0.006714	0.019837	0.201117	True	False	15	0	NA	NA	NA	0	False
152851.0	153184.0	3734.557	3735.557	0.005188	0.07416	0.045167	False	True	0	15	15:IKK16	17:IL-6	15:IKK16_17:IL-6	0	True
153535.0	153686.0	3736.89	3737.223	0.004883	0.086062	0.00763	False	True	0	15	15:IKK16	17:IL-6	15:IKK16_17:IL-6	0	True
154119.0	154355.0	3738.889	3739.556	0.005799	0.087283	0.006104	False	True	0	15	15:IKK16	17:IL-6	15:IKK16_17:IL-6	0	False
155097.0	155572.0	3741.89	3743.557	0.005799	0.089114	0.004578	False	True	0	15	15:IKK16	17:IL-6	15:IKK16_17:IL-6	0	False
155987.0	156137.0	3744.89	3745.565	0.005188	0.090335	0.003967	False	True	0	15	15:IKK16	17:IL-6	15:IKK16_17:IL-6	0	False
156382.0	156506.0	3746.223	3746.889	0.004883	0.0852995	0.004578	False	True	0	15	15:IKK16	17:IL-6	15:IKK16_17:IL-6	0	False
156952.0	157264.0	3748.222	3749.223	0.004578	0.051271	0.05005	False	True	0	15	15:IKK16	17:IL-6	15:IKK16_17:IL-6	0	True
161723.0	162114.0	3764.221	3765.555	0.005799	0.002136	0.177618	True	False	16	0	NA	NA	NA	0	False
166619.0	167026.0	3780.553	3781.887	0.005799	0.000305	0.234993	True	False	16	0	NA	NA	NA	0	False
167383.0	167688.0	3782.887	3783.887	0.006104	0.054628	0.035096	False	True	0	16	16:MK-2206	17:IL-6	16:MK-2206_17:IL-6	0	True
167927.0	168195.0	3784.886	3785.553	0.006714	0.057375	0.017701	False	True	0	16	16:MK-2206	17:IL-6	16:MK-2206_17:IL-6	0	True
168433.0	168681.0	3786.553	3787.228	0.007019	0.057985	0.009461	False	True	0	16	16:MK-2206	17:IL-6	16:MK-2206_17:IL-6	0	False
168910.0	169155.0	3788.219	3788.886	0.007019	0.059511	0.00763	False	True	0	16	16:MK-2206	17:IL-6	16:MK-2206_17:IL-6	0	False
169398.0	169646.0	3789.552	3790.552	0.007324	0.060427	0.005799	False	True	0	16	16:MK-2206	17:IL-6	16:MK-2206_17:IL-6	0	False
169885.0	170136.0	3791.219	3792.219	0.00763	0.059206	0.005188	False	True	0	16	16:MK-2206	17:IL-6	16:MK-2206_17:IL-6	0	False
170389.0	170648.0	3792.885	3793.886	0.006409	0.057985	0.004883	False	True	0	16	16:MK-2206	17:IL-6	16:MK-2206_17:IL-6	0	False
170884.0	171142.0	3794.553	3795.553	0.0065615	0.057375	0.004578	False	True	0	16	16:MK-2206	17:IL-6	16:MK-2206_17:IL-6	0	False
171393.0	171647.0	3796.219	3797.219	0.00763	0.060121	0.004273	False	True	0	16	16:MK-2206	17:IL-6	16:MK-2206_17:IL-6	0	False
171898.0	172145.0	3797.886	3798.886	0.007019	0.059206	0.004273	False	True	0	16	16:MK-2206	17:IL-6	16:MK-2206_17:IL-6	0	False
172348.0	172610.0	3799.552	3800.552	0.008545	0.05768	0.004578	False	True	0	16	16:MK-2206	17:IL-6	16:MK-2206_17:IL-6	0	True
172980.0	173342.0	3801.552	3802.885	0.004883	0.01709	0.1103245	True	False	17	0	NA	NA	NA	0	False
173810.0	174231.0	3804.551	3805.884	0.005799	0.002747	0.194098	True	False	17	0	NA	NA	NA	0	False
174495.0	174819.0	3806.551	3807.884	0.005799	0.023499	0.153508	True	False	17	0	NA	NA	NA	0	False
175034.0	175300.0	3808.55	3809.217	0.006104	0.04883	0.050966	True	False	17	0	NA	NA	NA	0	False
175555.0	175814.0	3810.217	3811.218	0.005799	0.057375	0.021058	False	True	0	17	12:Void	18:Gefitinib	12:Void_18:Gefitinib	0	True
176127.0	176430.0	3812.218	3813.218	0.006714	0.060732	0.018616	False	True	0	17	12:Void	18:Gefitinib	12:Void_18:Gefitinib	0	True
176774.0	177030.0	3814.218	3815.218	0.007935	0.057985	0.009766	False	True	0	17	12:Void	18:Gefitinib	12:Void_18:Gefitinib	0	False
177176.0	177464.0	3815.551	3816.55	0.008545	0.056764	0.014039	False	True	0	17	12:Void	18:Gefitinib	12:Void_18:Gefitinib	0	False
177900.0	178156.0	3818.217	3818.884	0.008545	0.059511	0.009156	False	True	0	17	12:Void	18:Gefitinib	12:Void_18:Gefitinib	0	False
178391.0	178644.0	3819.55	3820.55	0.008545	0.05768	0.009766	False	True	0	17	12:Void	18:Gefitinib	12:Void_18:Gefitinib	0	False
178875.0	179148.0	3821.217	3822.218	0.00763	0.057985	0.009766	False	True	0	17	12:Void	18:Gefitinib	12:Void_18:Gefitinib	0	False
